X,Y,OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT
497647.9477,6966797.128,407,200472477,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0494-N001,D1533,BLISS STREET PARK (LOT 29),GAYTHORNE,MAINS POWER,1,152.9762039,-27.42223127
511804.1044,6955059.715,408,200505254,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0651-N006,D1638,CRIBB ROAD PARK,CARINDALE,MAINS POWER,1,153.1195382,-27.52814708
496814.3108,6961857.206,409,200473816,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N040,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9677569,-27.4668273
511003.042,6953222.646,410,200483805,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1499-N003,D0434,BROADWATER PICNIC GROUND PARK,MANSFIELD,MAINS POWER,2,153.1114428,-27.54473868
503301.2766,6960446.904,411,200524373,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N003,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0334168,-27.47955921
479825.4722,6953681.396,412,200526321,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N008,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.7956732,-27.54049164
498648.1091,6966974.547,413,200500206,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1708-N001,D0132,FERGUSON PARK (ENOGGERA),ENOGGERA,MAINS POWER,1,152.9863229,-27.42063089
506299.2731,6978747.365,414,200532192,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1869-N001,D0284,SANDGATE SECOND LAGOON RESERVE,SANDGATE,MAINS POWER,2,153.063669,-27.31433061
501256.876,6963335.303,415,200482886,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1973-N007,D0175,E. E. MCCASKIE OVAL,KELVIN GROVE,MAINS POWER,1,153.0127196,-27.45348619
500690.503,6968494.982,416,200528865,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1809-N001,D0013,KEONG PARK,STAFFORD,MAINS POWER,1,153.006985,-27.4069048
505072.3822,6960480.394,417,200475278,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1474-N001,D0368,HEATH PARK,EAST BRISBANE,WOOD FIRED,1,153.0513445,-27.47925141
505142.5461,6961672.771,418,200541110,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1736-N002,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,1,153.0520497,-27.46848638
518336.1447,6964096.269,419,200475653,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1684-N001,D0518,GEORGE CLAYTON PARK,MANLY,MAINS POWER,2,153.1855501,-27.44649321
505153.4471,6961672.161,420,200541046,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1736-N002,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,1,153.05216,-27.46849185
498087.7442,6968967.234,421,200543264,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1716-N013,D0208,TERALBA PARK,EVERTON PARK,MAINS POWER,1,152.9806568,-27.40264011
501972.2724,6975643.36,422,200547393,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1195-N001,D3124,CECCATO PARK,CARSELDINE,MAINS POWER,1,153.0199395,-27.34236719
502818.4025,6966881.523,423,200545546,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1951-N001,D0200,KOKODA PARK,GORDON PARK,MAINS POWER,1,153.028514,-27.42146846
494000.0804,6959775.89,424,100119693,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2411-N001,D0858,MERRI MERRI PARK,CHAPEL HILL,MAINS POWER,2,152.9392631,-27.48560786
498229.6298,6947987.4,425,200475957,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2414-N005,D0855,DURELLA STREET PARK,DURACK,WOOD FIRED,1,152.9820614,-27.59204527
507054.105,6950451.485,426,200475876,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1632-N001,D0559,D.M.HENDERSON PARK,MACGREGOR,MAINS POWER,1,153.0714627,-27.56978267
495694.9094,6954352.484,427,200555725,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2280-N008,D1381,AMAZONS PLACE PARK,JINDALEE,MAINS POWER,1,152.9564005,-27.53457645
506818.416,6967149.585,428,200561184,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1803-N001,D0019,THE BEIRNE PARK,HENDRA,MAINS POWER,1,153.068981,-27.41903424
505541.2207,6970855.494,429,200560422,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1545-N007,D0696,A.R.C.HILL PARK,VIRGINIA,MAINS POWER,1,153.0560429,-27.38558282
493269.2477,6955473.833,430,200477645,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1889-N003,D0261,KINGFISHER PARK,KENMORE,MAINS POWER,1,152.931841,-27.52444314
507305.6207,6973992.933,431,200501761,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2218-N002,D1470,NORTHUMBRIA ROAD PARK,BOONDALL,MAINS POWER,1,153.0738689,-27.35724937
505224.3366,6948966.577,432,200500497,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1620-N008,D0572,LES ATKINSON PARK,SUNNYBANK,MAINS POWER,2,153.0529324,-27.58319648
507193.6502,6978341.885,433,200500841,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N002,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.0727112,-27.31798695
508024.5897,6977865.277,434,200500843,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N024,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.0811132,-27.32228524
508182.624,6977905.837,435,200500847,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N012,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.0827103,-27.32191812
510587.7966,6957523.675,436,200472853,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2387-N004,D0911,ANNA SMITH OBE QUOTA PARK,CARINDALE,WOOD FIRED,1,153.1071993,-27.50591271
519078.6868,6961619.113,437,100253452,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2627-N004,D0996,FIG TREE POINT PARK (ROAD RESERVE),LOTA,MAINS POWER,1,153.1931031,-27.46884665
505117.6215,6948965.965,438,200471798,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1620-N012,D0572,LES ATKINSON PARK,SUNNYBANK,MAINS POWER,1,153.0518512,-27.58320242
504131.8563,6948964.624,439,200489001,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2148-N003,D1165,ROBERT MITCHELL PARK,SUNNYBANK HILLS,MAINS POWER,1,153.0418635,-27.5832179
501352.8676,6957554.62,440,200479290,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1469-N004,D0373,JOHN WALKER PLACE,YERONGA,MAINS POWER,1,153.0136975,-27.50567397
505313.6606,6943496.162,441,200482337,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2049-N001,D1234,HONEYSUCKLE WAY PARK,CALAMVALE,MAINS POWER,1,153.0538616,-27.63258199
501669.0109,6949544.043,442,200482511,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1629-N010,D0563,MORTIMER ROAD PARK,ACACIA RIDGE,MAINS POWER,1,153.0169094,-27.57799227
499985.0591,6964894.625,443,200478352,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1956-N006,D0194,CORBIE STREET PARK,ASHGROVE,MAINS POWER,1,152.9998488,-27.43940918
509620.4695,6946491.928,444,200482789,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0394-N001,D1551,SVOBODA PARK,KURABY,MAINS POWER,1,153.0974933,-27.60551304
479827.5513,6953796.909,445,200489303,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N004,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.7956962,-27.53944883
500881.1762,6972556.626,446,200489463,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2520-N001,D0774,HEDLEY BARKER PARK,ASPLEY,MAINS POWER,1,153.0089108,-27.37023579
498598.6196,6964898.312,447,200482186,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1862-N008,D0161,DORRINGTON PARK,ASHGROVE,MAINS POWER,1,152.9858198,-27.43937517
500020.5466,6961654.373,448,100086065,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0416-N002,D1723,FREW PARK,MILTON,MAINS POWER,2,153.000208,-27.46866221
500073.1247,6961556.492,449,100086068,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0416-N006,D1723,FREW PARK,MILTON,MAINS POWER,2,153.0007401,-27.46954587
493389.9122,6951695.811,450,100085117,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1918-N003,D0340,JAMBOREE PARK,JAMBOREE HEIGHTS,MAINS POWER,1,152.9330423,-27.55855131
503864.9316,6944798.582,451,100085486,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0312-N008,D2072,CALAMVALE DISTRICT PARK,CALAMVALE,MAINS POWER,2,153.0391725,-27.62082895
506105.2058,6947277.609,452,200559615,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2468-N002,D0801,BELDALE PARK,SUNNYBANK HILLS,MAINS POWER,1,153.0618658,-27.5984405
508632.8807,6947892.531,453,100280025,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2427-N004,D0840,JAGERA PARK,RUNCORN,MAINS POWER,1,153.0874751,-27.59287533
510979.8233,6953269.901,454,200517679,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1499-N011,D0434,BROADWATER PICNIC GROUND PARK,MANSFIELD,MAINS POWER,2,153.1112072,-27.54431225
503106.6082,6954615.53,455,200471160,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1454-N006,D0388,PEGG'S PARK,MOOROOKA,MAINS POWER,1,153.0314613,-27.53220497
504061.7507,6954167.643,456,200482241,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1416-N014,D0545,TOOHEY FOREST PARK,NATHAN,MAINS POWER,2,153.0411357,-27.53624593
503487.5012,6960848.592,457,200536621,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1557-N012,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,2,153.0353007,-27.47593231
494913.8866,6957912.274,458,100088637,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2510-N001,D0784,PENHALIGON PARK,CHAPEL HILL,WOOD FIRED,1,152.9485057,-27.50243623
496674.695,6969486.652,459,200479526,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1747-N004,D0151,OXFORD GROVE PARK,KEPERRA,WOOD FIRED,1,152.9663647,-27.39794805
498854.918,6971973.238,460,100092016,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2299-N006,D1330,MCDOWALL RESERVE,MCDOWALL,MAINS POWER,1,152.9884199,-27.37550249
493438.902,6950349.892,461,200564754,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0347-N004,D2392,POOH CORNER,WACOL,MAINS POWER,2,152.9335312,-27.57070231
498201.5587,6960462.498,462,100104040,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1373-N002,D0467,ANZAC PARK,MOUNT COOT-THA,WOOD FIRED,1,152.9817955,-27.47942124
493070.4851,6952380.701,463,100107330,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2259-N009,D1521,PHIL DENMAN PARK,JAMBOREE HEIGHTS,MAINS POWER,1,152.9298105,-27.5523666
506887.4249,6955233.659,464,100110471,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1846-N001,D0064,GLINDEMANN PARK,HOLLAND PARK WEST,MAINS POWER,1,153.0697469,-27.52661062
506131.886,6977914.56,465,100113855,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1870-N009,D0283,DEAGON SPORTSGROUND PARK,DEAGON,MAINS POWER,1,153.0619813,-27.32185009
511463.7497,6949988.58,466,200508800,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1182-N005,D3293,PASK FAMILY PARK,ROCHEDALE,MAINS POWER,2,153.1161397,-27.57393153
501152.2315,6976006.404,467,100125382,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0217-N005,D2158,MACARANGA CRESCENT PARK,CARSELDINE,MAINS POWER,1,153.0116486,-27.33909051
504763.4719,6965318.074,468,100252224,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1979-N013,D0169,CROSBY PARK,ALBION,MAINS POWER,1,153.0481986,-27.43557793
496631.6158,6944891.951,469,100280621,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2099-N031,D1279,THE LAKE PARKLANDS,FOREST LAKE,MAINS POWER,2,152.9658605,-27.61998736
495211.2814,6946530.305,470,100280718,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2122-N005,D1213,FOREST LAKE LIONS PARK,FOREST LAKE,MAINS POWER,2,152.9514715,-27.60519234
506272.6693,6965876.46,471,100281835,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1982-N008,D0166,ASCOT PARK,ASCOT,MAINS POWER,2,153.0634664,-27.43053069
497831.5546,6952395.849,472,100290095,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2008-N003,D0317,NIXON PARK,OXLEY,MAINS POWER,2,152.9780357,-27.55224585
501121.2381,6946035.335,473,100290200,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0386-N008,D1676,PALLARA PARK,PALLARA,MAINS POWER,2,153.011363,-27.60966885
488035.1024,6951583.275,474,100291950,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1571-N003,D0665,KERRIA STREET PARK,BELLBOWRIE,MAINS POWER,2,152.878799,-27.55953054
491522.2644,6967094.531,475,100293853,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1157-N003,D3672,HONEYEATER STREET PARK,UPPER KEDRON,MAINS POWER,2,152.9142315,-27.41952196
500915.0006,6970736.182,476,100298997,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1774-N005,D0213,MELALEUCA GREEN PARK,CHERMSIDE WEST,MAINS POWER,1,153.0092542,-27.38667093
509922.0416,6950850.782,477,100302124,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1588-N012,D0725,WISHART COMMUNITY PARK,WISHART,MAINS POWER,2,153.1005135,-27.56615989
506518.9233,6970584.313,478,100308616,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1399-N001,D0447,NICHOLSON PLACE PARK,NORTHGATE,MAINS POWER,1,153.0659327,-27.38802674
504206.2086,6958135.981,479,100408408,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1485-N010,D0357,HANLON PARK / BUR'UDA,GREENSLOPES,MAINS POWER,2,153.0425849,-27.50041963
497394.4158,6954551.788,480,200488741,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2018-N014,D0305,SHERWOOD ARBORETUM,SHERWOOD,MAINS POWER,1,152.9736126,-27.53278148
505099.6677,6968591.463,481,200482258,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1387-N009,D0463,KALINGA PARK,CLAYFIELD,MAINS POWER,2,153.0515866,-27.4060244
505616.0238,6948758.709,482,200488822,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1620-N009,D0572,LES ATKINSON PARK,SUNNYBANK,MAINS POWER,2,153.0569019,-27.58507152
500865.6567,6956024.145,483,200472066,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1511-N010,D0420,SIR JOHN CHANDLER PARK,INDOOROOPILLY,WOOD FIRED,1,153.0087657,-27.51949139
504310.3394,6970352.177,484,200479196,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1997-N004,D0235,STUDLEY PARK,WAVELL HEIGHTS,MAINS POWER,1,153.0435958,-27.39013126
503178.8869,6978113.268,485,200502790,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N005,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.0321318,-27.32006617
504770.5846,6974485.065,486,200473666,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1990-N002,D0242,JOSEPH LEE PARK,ZILLMERE,MAINS POWER,1,153.0482347,-27.35281754
517453.048,6964548.034,487,200501430,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2628-N008,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,2,153.1766073,-27.4424263
504094.3137,6964338.597,488,200483067,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1827-N004,D0085,PERRY PARK,BOWEN HILLS,MAINS POWER,1,153.0414311,-27.44442285
507148.9131,6955605.509,489,100286005,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0431-N005,D1704,RAY LYNCH PARK,HOLLAND PARK,MAINS POWER,2,153.0723927,-27.52325225
499897.4058,6963853.677,490,100289533,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0020-N006,D0192,WOOLCOCK PARK,RED HILL,MAINS POWER,1,152.9989618,-27.44880688
497838.1558,6962720.541,491,200483644,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1970-N004,D0178,BOWMAN PARK,BARDON,MAINS POWER,1,152.978121,-27.45903512
510144.216,6947659.147,492,200483656,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0187-N004,D1979,KINTA STREET PARK,KURABY,MAINS POWER,1,153.1027911,-27.59497178
502504.3957,6975209.187,493,200488625,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2470-N002,D0799,NILKERIE STREET PARK,CARSELDINE,MAINS POWER,1,153.0253201,-27.3462861
497337.3033,6953525.284,494,200504464,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1890-N003,D0260,FIG TREE POCKET RIVERSIDE RESERVE,FIG TREE POCKET,MAINS POWER,1,152.9730319,-27.54204854
504312.2399,6954590.462,495,100307987,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1523-N003,D0402,THORNYCROFT STREET PARK,TARRAGINDI,MAINS POWER,1,153.0436711,-27.53242798
519056.1935,6961772.325,496,200504893,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1426-N006,D0530,LOTA CAMPING RESERVE,LOTA,MAINS POWER,2,153.192873,-27.46746378
500247.7158,6959293.158,497,200470582,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1908-N020,D0346,ORLEIGH PARK,WEST END,MAINS POWER,2,153.0025077,-27.48997918
494466.1367,6961792.298,498,100117527,BBQ - GAS SINGLE,BARBEQUE,B-RE-1901-N015,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,1,152.9439902,-27.46740576
496456.2913,6960972.513,499,200473810,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N032,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9641307,-27.47481341
486311.8874,6953389.772,500,200518566,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1655-N004,D0709,ANSTEAD BUSHLAND RESERVE,ANSTEAD,MAINS POWER,2,152.8613638,-27.54320542
511663.1124,6958914.252,501,200524048,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1530-N001,D0597,PRESTON ROAD PARK,CARINA,MAINS POWER,2,153.1180733,-27.49334986
514475.5875,6962895.491,502,200524052,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1676-N002,D0658,KIANAWAH ROAD PARK (NO.330),WYNNUM WEST,MAINS POWER,2,153.1464982,-27.45738036
496401.8604,6958738.708,503,200525073,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2463-N005,D0806,CARINYA STREET PARK,INDOOROOPILLY,MAINS POWER,1,152.9635731,-27.49497999
503370.5731,6960514.016,504,200524084,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N014,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0341181,-27.47895315
504218.3062,6960989.438,505,200470640,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1832-N005,D0080,MERTHYR PARK,NEW FARM,MAINS POWER,1,153.0426975,-27.47465869
503326.0818,6960511.736,506,200524472,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N013,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0336677,-27.47897384
501617.4135,6961537.494,507,200524473,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2061-N004,D1263,KURILPA POINT PARK,SOUTH BRISBANE,MAINS POWER,2,153.0163706,-27.46971643
503335.762,6960533.395,508,200524508,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N013,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0337657,-27.47877828
488076.1664,6950770.042,509,200525234,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2541-N003,D1090,FIDDLEWOOD CRESCENT PARK,BELLBOWRIE,WOOD FIRED,1,152.8792069,-27.56687264
512412.8343,6963663.826,510,200528097,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1792-N005,D0031,HEMMANT RECREATION RESERVE,HEMMANT,MAINS POWER,1,153.1256146,-27.45046423
505726.9291,6965973.845,511,200474618,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1976-N003,D0172,ORIEL PARK,ASCOT,MAINS POWER,1,153.0579441,-27.42965389
495792.2366,6961796.77,512,200542884,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N008,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.957412,-27.46737013
494647.8872,6960972.1,513,200542770,BBQ - GAS SINGLE,BARBEQUE,B-RE-1901-N042,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,1,152.9458261,-27.47481122
494175.5072,6961432.92,514,200542780,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N010,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9410469,-27.47064901
500230.8839,6965789.212,515,200549016,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0692-N001,D1821,NELSON PLACE PARK,NEWMARKET,MAINS POWER,1,153.0023361,-27.43133279
505019.0134,6948508.341,516,200554727,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2249-N002,D1426,SIR JAMES KILLEN RESERVE,SUNNYBANK HILLS,MAINS POWER,1,153.050854,-27.58733414
493793.2952,6954872.814,517,100266981,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1923-N004,D0334,JINDALEE PARK,JINDALEE,MAINS POWER,1,152.9371447,-27.52987159
498630.5806,6956137.319,518,200555688,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1812-N010,D0010,FAULKNER PARK,GRACEVILLE,MAINS POWER,1,152.9861333,-27.51846926
508393.3548,6971683.253,519,200554067,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0367-N001,D3013,PATONGA STREET PARK,BANYO,MAINS POWER,1,153.0848832,-27.37809516
497145.6284,6967914.21,520,200559978,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1805-N006,D0017,FENWICK PARK,MITCHELTON,MAINS POWER,2,152.9711245,-27.41214524
492434.1652,6955930.128,521,200477678,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1883-N004,D0267,THE RAFTING GROUND PARK,BROOKFIELD,MAINS POWER,1,152.9233874,-27.52031935
518295.023,6961300.759,522,200477844,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2498-N009,D0861,BILL LAMOND PARK,LOTA,WOOD FIRED,1,153.1851762,-27.4717315
499168.1062,6970934.301,523,200500491,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2640-N001,D0982,BISSET PLACE PARK,MCDOWALL,MAINS POWER,1,152.9915864,-27.38488234
517388.8288,6964634.538,524,200502375,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2628-N007,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,1,153.1759562,-27.44164616
503542.3906,6975940.605,525,200501868,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2465-N009,D0804,BILL BROWN SPORTS RESERVE,FITZGIBBON,MAINS POWER,2,153.0358123,-27.33968044
517218.9266,6965249.202,526,200502472,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2073-N003,D1246,BREAKWATER PARK,WYNNUM,MAINS POWER,1,153.1742283,-27.43609914
498983.2302,6957887.251,527,200478101,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1514-N007,D0416,ROBERTSON PARK,TARINGA,WOOD FIRED,1,152.9897057,-27.50267128
518505.9671,6963471.719,528,200501072,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1685-N004,D0517,BAYSIDE PARK,MANLY,MAINS POWER,2,153.1872781,-27.45212932
500188.1685,6964469.29,529,200488886,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1957-N001,D0193,TENNIS AVENUE PARK,ASHGROVE,MAINS POWER,1,153.0019041,-27.44324911
502531.5655,6955026.934,530,200488942,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1456-N003,D0386,MOOLABIN PARK,MOOROOKA,MAINS POWER,2,153.0256368,-27.52849205
495473.9449,6964279.278,531,200508811,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1738-N004,D0160,WALTON BRIDGE RESERVE,THE GAP,MAINS POWER,1,152.9541998,-27.44495702
497337.0134,6954851.239,532,200470453,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2018-N009,D0305,SHERWOOD ARBORETUM,SHERWOOD,WOOD FIRED,1,152.9730319,-27.53007795
503348.9265,6971679.973,533,200479350,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2004-N018,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,1,153.0338682,-27.37814648
504274.1927,6974143.563,534,200473656,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1991-N003,D0241,VICTOR GRENNING PARK,ZILLMERE,WOOD FIRED,1,153.0432169,-27.35590232
502332.2074,6943885.319,535,100286156,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2788-N002,D2213,PARKINSON RECREATIONAL RESERVE,PARKINSON,MAINS POWER,1,153.0236395,-27.62907721
508459.4703,6977553.41,536,200482513,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1865-N004,D0288,MOORA PARK,SHORNCLIFFE,MAINS POWER,2,153.0855111,-27.3250982
479876.8257,6953820.409,537,200489042,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N004,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.7961956,-27.53923741
499594.1517,6970451.95,538,200513023,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0330-N001,D2554,MCLEOD COURT PARK,MCDOWALL,MAINS POWER,1,152.9958952,-27.38923725
502026.8047,6964538.847,539,200560079,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1730-N005,D0103,GOULD ROAD PARK,HERSTON,MAINS POWER,1,153.0205093,-27.44261964
