X,Y,OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT
503544.297,6970431.365,275,100125292,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2001-N010,D0231,BURNIE BRAE PARK,CHERMSIDE,MAINS POWER,1,153.0358476,-27.38941855
511202.4154,6950248.409,276,100125878,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0269-N002,D3316,STRAWBERRY FIELDS PLACE,ROCHEDALE,MAINS POWER,1,153.1134897,-27.57158802
501669.5615,6960509.462,277,100135313,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1905-N013,D0350,MUSGRAVE PARK,SOUTH BRISBANE,MAINS POWER,2,153.0168999,-27.47899742
504113.2639,6954086.537,278,200482251,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1416-N015,D0545,TOOHEY FOREST PARK,NATHAN,MAINS POWER,1,153.0416577,-27.53697799
504335.2358,6950110.35,279,100289587,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2875-N003,D2259,MCKOY STREET PARK,COOPERS PLAINS,MAINS POWER,2,153.04392,-27.57287382
504206.3459,6977888.48,280,100119642,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1609-N008,D0635,MCPHERSON PARK,BRACKEN RIDGE,MAINS POWER,2,153.042518,-27.32209282
503879.7198,6955490.598,281,200486467,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1525-N002,D0400,TARRAGINDI RECREATION RESERVE,TARRAGINDI,WOOD FIRED,1,153.0392879,-27.52430294
501126.9014,6946070.381,282,100290199,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0386-N008,D1676,PALLARA PARK,PALLARA,MAINS POWER,2,153.0114204,-27.60935246
511238.2773,6960132.975,283,100290204,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1408-N014,D0594,PORTER'S PADDOCK PARK,TINGALPA,BOTTLED GAS,2,153.1137611,-27.48235088
506940.4858,6964987.879,284,100290212,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1542-N005,D0699,HERCULES STREET PARK,HAMILTON,MAINS POWER,2,153.0702283,-27.43854958
498128.3531,6960425.37,285,100290214,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1373-N002,D0467,ANZAC PARK,MOUNT COOT-THA,MAINS POWER,1,152.9810544,-27.47975634
500838.5835,6956210.107,286,200472067,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1511-N001,D0420,SIR JOHN CHANDLER PARK,INDOOROOPILLY,WOOD FIRED,1,153.0084914,-27.51781256
497013.2018,6961728.437,287,200536450,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N013,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9697696,-27.46799028
497636.4748,6948160.392,288,100292254,BBQ - GAS SINGLE,BARBEQUE,B-RE-1625-N013,D0567,KEV HOOPER MEMORIAL PARK,INALA,BOTTLED GAS,1,152.9760514,-27.59048261
500442.0314,6941370.616,289,100296434,BBQ - GAS DOUBLE,BARBEQUE,B-RE-2900-N003,D2274,WARRIL PARKLAND,LARAPINTA,BOTTLED GAS,2,153.0044814,-27.6517813
495729.9815,6947701.083,290,100312623,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1120-N003,D3117,KATHLEEN STREET PARK,RICHLANDS,MAINS POWER,2,152.9567321,-27.5946245
500079.9197,6967307.112,291,100405320,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1739-N010,D0159,GRINSTEAD PARK,ALDERLEY,MAINS POWER,2,153.0008085,-27.41762914
496629.626,6949374.96,292,200487209,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1628-N003,D0564,C.J.GREENFIELD COMPLEX PARK,RICHLANDS,MAINS POWER,1,152.9658529,-27.57951555
497364.3649,6954622.966,293,200488740,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2018-N015,D0305,SHERWOOD ARBORETUM,SHERWOOD,MAINS POWER,2,152.9733084,-27.53213884
502614.5062,6957760.153,294,200482132,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1467-N002,D0375,FAIRFIELD PARK,FAIRFIELD,MAINS POWER,2,153.0264709,-27.50381659
503035.3621,6942536.471,295,200484098,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0170-N002,D2005,DAINTREE DRIVE PARK (NO.65),PARKINSON,MAINS POWER,1,153.0307702,-27.6412529
497693.2751,6962977.735,296,200488802,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1970-N011,D0178,BOWMAN PARK,BARDON,MAINS POWER,2,152.9766552,-27.45671294
498233.5342,6970243.077,297,200471222,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0037-N002,D0948,SOAMES STREET PARK,EVERTON PARK,MAINS POWER,1,152.9821334,-27.39112189
508424.9296,6977594.388,298,200482256,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1865-N002,D0288,MOORA PARK,SHORNCLIFFE,MAINS POWER,2,153.0851617,-27.32472846
498385.0436,6943149.325,299,100294936,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0205-N001,D2171,SANCTUARY DRIVE PARK,FOREST LAKE,MAINS POWER,2,152.9836296,-27.63572264
494429.4875,6962127.728,300,200479280,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N011,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9436208,-27.46437735
501268.3681,6971605.289,301,200482294,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1672-N008,D0662,JOHN GOSS RESERVE,CHERMSIDE WEST,MAINS POWER,1,153.0128273,-27.37882425
505833.3185,6973604.606,302,200500326,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1587-N001,D0727,FRANK SLEEMAN PARK,BOONDALL,MAINS POWER,1,153.058984,-27.36076231
505303.0455,6963273.177,303,200510384,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0233-N006,D2672,BULIMBA RIVERSIDE PARK,BULIMBA,MAINS POWER,2,153.0536672,-27.4540373
510004.5491,6975488.12,304,200488260,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1447-N001,D0438,NUDGEE BEACH RESERVE,NUDGEE BEACH,MAINS POWER,2,153.1011462,-27.34373352
506372.7687,6981916.446,305,200488263,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1876-N007,D0275,DECKER PARK,BRIGHTON,MAINS POWER,1,153.0643953,-27.28571917
494978.846,6952838.948,306,200471952,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2546-N003,D1085,ROSEMOUNT PARK,SINNAMON PARK,MAINS POWER,1,152.9491423,-27.54823803
502803.7525,6962977.035,307,200480156,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1838-N009,D0074,BEDFORD PLAYGROUND PARK,SPRING HILL,MAINS POWER,2,153.0283748,-27.45671832
499801.9512,6959339.638,308,200480282,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1908-N005,D0346,ORLEIGH PARK,WEST END,MAINS POWER,1,152.9979951,-27.48955957
495537.0033,6968257.699,309,200482041,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1657-N006,D0706,DASH STREET PARK,KEPERRA,MAINS POWER,1,152.9548525,-27.40903987
509738.4703,6950167.122,310,200488406,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2318-N002,D1251,BRAMPTON STREET PARK,EIGHT MILE PLAINS,MAINS POWER,1,153.0986594,-27.5723332
505038.2994,6973909.498,311,200482000,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2191-N001,D1178,LAMBERT MCBRIDE PARK,ZILLMERE,MAINS POWER,1,153.0509439,-27.35801287
501917.1924,6953754.863,312,200488448,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0015-N002,D0541,TONKS STREET PARK,MOOROOKA,MAINS POWER,2,153.0194172,-27.53997719
504331.0189,6944945.085,313,200488548,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0473-N001,D1463,HAMISH STREET PARK,CALAMVALE,MAINS POWER,1,153.0438959,-27.61950493
500102.9137,6961422.287,314,200488604,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1375-N002,D0477,MILTON PARK,MILTON,MAINS POWER,1,153.0010417,-27.47075747
504521.8319,6965515.089,315,200472255,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1979-N003,D0169,CROSBY PARK,ALBION,MAINS POWER,1,153.0457529,-27.4338001
497853.1785,6966751.497,316,200472480,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0452-N001,D1534,BLISS STREET PARK (NO.39),GAYTHORNE,MAINS POWER,1,152.9782802,-27.42264357
480686.001,6953806.603,317,200504614,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0603-N006,D1893,STUMERS ROAD RESERVE,MOUNT CROSBY,MAINS POWER,1,152.8043905,-27.53937383
505392.4447,6979276.558,318,200503632,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1871-N005,D0281,SANDGATE THIRD LAGOON RESERVE,BRIGHTON,WOOD FIRED,1,153.054501,-27.30955684
509781.0518,6963886.997,319,200513065,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0305-N001,D2118,CAPTAIN DOUG HISLOP PARK,MURARRIE,MAINS POWER,2,153.0989799,-27.44847091
509340.463,6962185.446,320,200513260,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0158-N002,D1931,CALLIOPE CIRCUIT PARK,MURARRIE,MAINS POWER,1,153.0945344,-27.4638356
496936.143,6961651.541,321,100285234,BBQ - GAS DOUBLE,BARBEQUE,B-RE-1901-N013,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9689895,-27.46868432
505703.0232,6956406.147,322,200524046,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1717-N005,D0119,C.B.MOTT PARK,HOLLAND PARK,MAINS POWER,1,153.0577473,-27.51603099
494049.5587,6945297.212,323,200474384,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2231-N005,D1356,CAROLE PARK COMMUNITY PARK,ELLEN GROVE,MAINS POWER,1,152.9396926,-27.61631984
506350.1955,6978742.395,324,200532193,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1869-N001,D0284,SANDGATE SECOND LAGOON RESERVE,SANDGATE,MAINS POWER,2,153.0641837,-27.31437525
504493.1419,6960016.579,325,200475234,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1477-N003,D0365,WILLIAMINA PARK,EAST BRISBANE,MAINS POWER,1,153.0454829,-27.48344075
499397.8598,6943540.279,326,200535108,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0357-N002,D2190,BRUSH BOX PLACE PARK,HEATHWOOD,MAINS POWER,1,152.9938965,-27.63219403
496917.704,6961671.311,327,200536545,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N013,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9688029,-27.46850579
500657.7142,6973759.417,328,100294930,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2337-N004,D1414,TURRBAL PLACE PARK,ASPLEY,MAINS POWER,1,153.0066504,-27.35937697
500870.8909,6979651.78,329,100119644,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1674-N003,D0660,CANTERBURY PARK,BALD HILLS,MAINS POWER,1,153.0088018,-27.30617961
503188.5423,6967076.071,330,200545318,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1495-N005,D0509,BRADSHAW PARK,LUTWYCHE,MAINS POWER,1,153.0322583,-27.41971126
512448.7022,6960865.665,331,200549401,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1785-N008,D0040,KIANAWAH PARK,TINGALPA,WOOD FIRED,1,153.1260063,-27.47572563
507078.7331,6950460.791,332,200475881,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1632-N001,D0559,D.M.HENDERSON PARK,MACGREGOR,MAINS POWER,1,153.0717122,-27.56969853
512672.9273,6959856.718,333,200476059,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1407-N001,D0595,SHE-OAK PARK,TINGALPA,WOOD FIRED,1,153.1282864,-27.48483229
500122.3773,6958936.331,334,200476252,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1936-N008,D0408,GUYATT PARK,ST LUCIA,WOOD FIRED,1,153.0012389,-27.49320061
501406.9642,6955995.347,335,200555385,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1460-N003,D0382,ROWLINSON PARK,YERONGA,WOOD FIRED,1,153.014247,-27.51975093
504826.1129,6960272.589,336,200554082,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1475-N004,D0367,REAL PARK,EAST BRISBANE,MAINS POWER,2,153.0488525,-27.48112835
505887.4264,6971119.837,337,100117734,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1402-N006,D0443,DOWNFALL CREEK RESERVE,VIRGINIA,MAINS POWER,2,153.0595431,-27.38319485
492951.3905,6954749.128,338,200560926,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1920-N010,D0338,JINDALEE BOAT RAMP PARK,JINDALEE,MAINS POWER,2,152.928618,-27.5309841
501758.1135,6957583.023,339,200560031,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1469-N001,D0373,JOHN WALKER PLACE,YERONGA,MAINS POWER,1,153.0178005,-27.50541708
504004.3501,6943166.401,340,100119548,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2331-N008,D1338,LAKEWOOD AVENUE PARK,PARKINSON,MAINS POWER,1,153.0405909,-27.63556351
503394.9783,6962012.299,341,100085057,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1837-N008,D0075,CAPTAIN BURKE PARK,KANGAROO POINT,MAINS POWER,2,153.0343609,-27.46542661
495371.8143,6952706.891,342,200570221,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2350-N008,D1399,EDENBROOKE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,1,152.9531221,-27.54943162
517413.4529,6964666.263,343,200502370,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2628-N007,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,1,153.1762049,-27.44135944
507091.8656,6978478.749,344,200500840,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N019,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.0716816,-27.31675185
504036.2933,6954163.395,345,200507075,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1416-N014,D0545,TOOHEY FOREST PARK,NATHAN,MAINS POWER,1,153.0408779,-27.53628435
503319.8517,6971676.755,346,200488957,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2004-N018,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,2,153.0335742,-27.37817561
501677.0862,6949539.707,347,200488908,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1629-N010,D0563,MORTIMER ROAD PARK,ACACIA RIDGE,MAINS POWER,1,153.0169913,-27.57803141
498195.7136,6968099.63,348,200488921,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1642-N002,D0612,BELLEVUE AVENUE PARK,GAYTHORNE,MAINS POWER,1,152.9817477,-27.41047304
510393.2939,6957641.801,349,200488925,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2413-N002,D0856,SURBITON COURT PARK,CARINDALE,MAINS POWER,1,153.105229,-27.50484779
499969.1446,6956657.082,350,200482585,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2638-N001,D0984,RON GOELDNER PARK,YERONGA,WOOD FIRED,1,152.9996876,-27.51377756
509681.6161,6946529.175,351,200482788,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0394-N010,D1551,SVOBODA PARK,KURABY,MAINS POWER,1,153.0981126,-27.60517634
502413.5261,6958515.246,352,100086090,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1487-N012,D0355,DUTTON PARK,DUTTON PARK,MAINS POWER,2,153.0244345,-27.49700002
484098.0927,6953344.154,353,200479942,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0610-N008,D1886,KOOKABURRA PARK - WEST,KARANA DOWNS,MAINS POWER,2,152.8389415,-27.54359308
503998.9514,6968697.859,354,200489462,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1615-N001,D0577,BENELONG PARK,KEDRON,MAINS POWER,1,153.0404518,-27.40506752
491862.6862,6968125.321,355,200529065,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2233-N001,D1354,SELKIRK CRESCENT PARK,UPPER KEDRON,MAINS POWER,1,152.9176824,-27.410218
504500.9101,6963918.436,356,100085934,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1186-N003,D3192,WATERFRONT PARK,NEWSTEAD,MAINS POWER,2,153.0455471,-27.44821479
503486.2878,6960919.286,357,200536619,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1557-N012,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,2,153.0352882,-27.47529409
518989.9875,6961969.472,358,200471545,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1426-N005,D0530,LOTA CAMPING RESERVE,LOTA,MAINS POWER,2,153.1921999,-27.46568487
497458.2157,6952710.364,359,100088980,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2010-N003,D0315,V.MCN.PEACHEY PARK,OXLEY,MAINS POWER,1,152.9742548,-27.54940579
499140.2428,6965205.931,360,100104229,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1986-N001,D0162,FRANK WATERS PARK,ASHGROVE,MAINS POWER,1,152.9913006,-27.43659843
504219.6203,6946931.361,361,100105354,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2083-N003,D1299,BENBEK CIRCUIT PARK,SUNNYBANK HILLS,MAINS POWER,1,153.0427599,-27.60157357
501735.06,6966525.915,362,100113695,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0017-N015,D0498,LANHAM PARK,GRANGE,MAINS POWER,2,153.0175543,-27.42468072
511489.5324,6949918.79,363,100083528,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1182-N004,D3293,PASK FAMILY PARK,ROCHEDALE,MAINS POWER,2,153.1164015,-27.57456137
504796.9698,6971437.518,364,100125287,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2458-N004,D0752,HEINRICH GERNS PARK,WAVELL HEIGHTS,MAINS POWER,1,153.0485134,-27.38033107
506917.4313,6955298.362,365,100123074,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1846-N009,D0064,GLINDEMANN PARK,HOLLAND PARK WEST,MAINS POWER,2,153.0700504,-27.52602634
505710.0796,6978987.776,366,100124179,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1871-N011,D0281,SANDGATE THIRD LAGOON RESERVE,BRIGHTON,MAINS POWER,2,153.0577127,-27.31216273
509062.8146,6973154.533,367,100124423,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0478-N003,D1456,ST VINCENTS ROAD PARK,NUDGEE,MAINS POWER,2,153.0916426,-27.36480802
497281.5773,6951258.987,368,100125894,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2005-N006,D0320,TOM O'NEIL PARK,OXLEY,MAINS POWER,2,152.9724624,-27.5625083
501103.7418,6960344.857,369,100132143,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2746-N003,D2199,BUNYAPA PARK,WEST END,MAINS POWER,2,153.0111726,-27.48048404
505722.3753,6955091.145,370,100275310,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1940-N006,D0404,GIBSON PLACE PARK,HOLLAND PARK WEST,MAINS POWER,1,153.0579495,-27.52790264
490989.518,6954817.173,371,100280754,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0681-N003,D1835,MCCASKILL RD PARK,PULLENVALE,MAINS POWER,1,152.9087505,-27.53035817
506220.0568,6965906.403,372,100281834,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1982-N008,D0166,ASCOT PARK,ASCOT,MAINS POWER,2,153.0629339,-27.43026061
506285.1611,6962137.81,373,100281887,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1788-N004,D0037,HAWTHORNE PARK,HAWTHORNE,MAINS POWER,2,153.0636121,-27.46428322
494357.6552,6962083.305,374,100290224,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N011,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9428936,-27.4647781
504200.1417,6967761.23,375,100290225,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2705-N003,D2086,DALKEITH PARK,KALINGA,MAINS POWER,1,153.0424902,-27.41352287
494250.4455,6961523.841,376,200487647,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N010,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9418059,-27.46982849
492964.1459,6960531.981,377,200542959,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N037,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9287808,-27.47877693
496743.0267,6951350.109,378,200475079,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1932-N004,D0324,RIKKI BAILEY PARK,OXLEY,WOOD FIRED,1,152.9670071,-27.56168447
497809.8857,6944246.491,379,100290236,BBQ - WOOD SINGLE,BARBEQUE,B-RE-0620-N001,D1810,PACIFIC PARADE PARK,FOREST LAKE,WOOD FIRED,1,152.9778014,-27.62581686
495926.5618,6961912.784,380,100290239,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N008,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.958772,-27.46632318
500591.8031,6968438.7,381,100291093,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1809-N009,D0013,KEONG PARK,STAFFORD,MAINS POWER,1,153.0059866,-27.40741296
501103.6124,6949180.277,382,100299413,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2683-N004,D0927,JAMES FRENEY PARK,ACACIA RIDGE,MAINS POWER,1,153.0111815,-27.58127687
501193.2597,6969724.838,383,100301403,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1775-N003,D0212,ALDREN STREET PARK,STAFFORD HEIGHTS,MAINS POWER,1,153.0120695,-27.39580122
509450.6176,6972125.331,384,100403065,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1398-N007,D0448,NUDGEE WATERHOLE RESERVE,NUDGEE,BOTTLED GAS,2,153.095572,-27.37409713
505729.642,6966007.899,385,200488717,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1976-N003,D0172,ORIEL PARK,ASCOT,MAINS POWER,1,153.0579714,-27.42934645
501023.4059,6954789.373,386,200488737,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2389-N001,D0909,ALLAWAH STREET PARK,YEERONGPILLY,MAINS POWER,1,153.0103641,-27.5306387
503643.1041,6943533.944,387,200483995,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0026-N004,D1195,BILLABONG PLACE PARK,PARKINSON,MAINS POWER,1,153.036928,-27.63224644
503514.3403,6975917.429,388,200484237,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2465-N009,D0804,BILL BROWN SPORTS RESERVE,FITZGIBBON,MAINS POWER,2,153.0355288,-27.33988976
503545.1506,6946867.073,389,200484135,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0075-N003,D2022,BLUE RANGE DRIVE PARK,ALGESTER,MAINS POWER,1,153.0359253,-27.60215589
509048.0839,6963619.065,390,200482267,BBQ - ELECTRIC DOUBLE (SOLAR 12V),BARBEQUE,B-RE-0572-N001,D1763,COLMSLIE BEACH RESERVE,MURARRIE,SOLAR POWER,2,153.0915646,-27.45089487
503109.8432,6978123.061,391,200502777,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N011,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.0314339,-27.31997792
503093.7754,6978100.217,392,200502779,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N011,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.0312715,-27.32018419
514749.1609,6960598.88,393,200500149,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0453-N003,D1582,BILL MCFARLANE PARK,WAKERLEY,MAINS POWER,1,153.1492948,-27.47811114
517397.2395,6964637.278,394,200501396,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2628-N007,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,1,153.1760413,-27.44162132
504356.6759,6960620.135,395,200481746,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1476-N008,D0366,MOWBRAY PARK,EAST BRISBANE,MAINS POWER,2,153.0440994,-27.47799231
506020.0503,6982253.089,396,200488231,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1877-N002,D0274,BRIGHTON PARK,BRIGHTON,MAINS POWER,2,153.0608295,-27.28268148
496161.7827,6953444.506,397,200483285,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N026,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.9611258,-27.54277498
504313.0136,6973522.17,398,200489548,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1989-N011,D0243,O'CALLAGHAN PARK,ZILLMERE,MAINS POWER,2,153.0436116,-27.36151221
497865.6468,6969966.198,399,100289593,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2430-N001,D0837,JOHN TUCKER PARK,EVERTON PARK,MAINS POWER,1,152.978412,-27.39362105
508342.2705,6959279.224,400,200483002,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1855-N004,D0054,LAVARACK PARK,CAMP HILL,MAINS POWER,1,153.0844518,-27.49007938
516539.6882,6964383.889,401,200470374,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1815-N009,D0006,KITCHENER PARK,WYNNUM,WOOD FIRED,1,153.1673673,-27.4439196
503327.3428,6960420.097,402,200478875,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N009,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0336807,-27.47980116
504377.5956,6960615.736,403,200480385,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1476-N008,D0366,MOWBRAY PARK,EAST BRISBANE,MAINS POWER,2,153.0443111,-27.47803195
500480.0588,6970456.093,404,200483511,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1667-N008,D0616,RAVEN STREET RESERVE,CHERMSIDE WEST,MAINS POWER,2,153.0048554,-27.38919982
503822.6023,6960371.858,405,200481966,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1734-N001,D0097,RAYMOND PARK,KANGAROO POINT,MAINS POWER,2,153.0386941,-27.48023536
504094.1812,6957424.853,406,200481967,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1450-N002,D0392,THOMPSON ESTATE RESERVE,GREENSLOPES,MAINS POWER,1,153.0414531,-27.50683999
